,cod,message,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,rain,snow
123,200,,"{'lon': 21.17, 'lat': 50.56}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 273.15, 'feels_like': 268.72, 'temp_min': 273.15, 'temp_max': 273.15, 'pressure': 1023, 'humidity': 72}",10000.0,"{'speed': 2.68, 'deg': 131, 'gust': 4.92}",{'all': 0},1606849852.0,"{'type': 3, 'id': 2010862, 'country': 'PL', 'sunrise': 1606803302, 'sunset': 1606833258}",3600.0,758252.0,Staszów,,
124,200,,"{'lon': 151.28, 'lat': 59.58}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 261.08, 'feels_like': 255.92, 'temp_min': 261.08, 'temp_max': 261.08, 'pressure': 1003, 'humidity': 88, 'sea_level': 1003, 'grnd_level': 1002}",10000.0,"{'speed': 2.66, 'deg': 21}",{'all': 4},1606849852.0,"{'country': 'RU', 'sunrise': 1606861703, 'sunset': 1606885233}",39600.0,2122574.0,Ola,,
125,200,,"{'lon': 150.47, 'lat': -35.35}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 290.04, 'feels_like': 289.77, 'temp_min': 286.48, 'temp_max': 291.48, 'pressure': 1014, 'humidity': 82}",10000.0,"{'speed': 2.1, 'deg': 150}",{'all': 90},1606849852.0,"{'type': 1, 'id': 9594, 'country': 'AU', 'sunrise': 1606847798, 'sunset': 1606899526}",39600.0,2145554.0,Ulladulla,,
126,404,city not found,,,,,,,,,,,,,,
127,200,,"{'lon': 125.41, 'lat': -8.93}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 289.67, 'feels_like': 291.38, 'temp_min': 289.67, 'temp_max': 289.67, 'pressure': 1006, 'humidity': 99, 'sea_level': 1006, 'grnd_level': 852}",10000.0,"{'speed': 0.59, 'deg': 31}",{'all': 68},1606849853.0,"{'country': 'TL', 'sunrise': 1606856988, 'sunset': 1606902369}",32400.0,1651810.0,Airai,,
128,200,,"{'lon': 15.64, 'lat': 78.22}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 257.46, 'feels_like': 252.5, 'temp_min': 257.46, 'temp_max': 257.46, 'pressure': 1010, 'humidity': 89, 'sea_level': 1010, 'grnd_level': 1007}",4479.0,"{'speed': 2.13, 'deg': 349}",{'all': 84},1606849853.0,"{'country': 'SJ', 'sunrise': 0, 'sunset': 0}",3600.0,2729907.0,Longyearbyen,,
129,200,,"{'lon': 57.7, 'lat': -20.41}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 298.15, 'feels_like': 301.13, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1016, 'humidity': 82}",10000.0,"{'speed': 2.24, 'deg': 110, 'gust': 3.58}",{'all': 11},1606849853.0,"{'type': 3, 'id': 2002134, 'country': 'MU', 'sunrise': 1606785619, 'sunset': 1606833401}",14400.0,934322.0,Mahébourg,{'1h': 0.15},
130,200,,"{'lon': -1.1, 'lat': 39.49}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 283.15, 'feels_like': 280.64, 'temp_min': 283.15, 'temp_max': 283.15, 'pressure': 1021, 'humidity': 60}",10000.0,"{'speed': 1.34, 'deg': 335, 'gust': 3.58}",{'all': 98},1606849853.0,"{'type': 3, 'id': 2000685, 'country': 'ES', 'sunrise': 1606806368, 'sunset': 1606840884}",3600.0,2511930.0,Requena,,
131,200,,"{'lon': 175.52, 'lat': -41.41}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 283.15, 'feels_like': 281.91, 'temp_min': 283.15, 'temp_max': 283.15, 'pressure': 1019, 'humidity': 76}",10000.0,"{'speed': 0.45, 'deg': 103, 'gust': 1.34}",{'all': 95},1606849726.0,"{'type': 3, 'id': 2033918, 'country': 'NZ', 'sunrise': 1606840745, 'sunset': 1606894553}",46800.0,2206874.0,Waipawa,,
132,200,,"{'lon': 91.64, 'lat': 48.01}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 260.12, 'feels_like': 256.44, 'temp_min': 260.12, 'temp_max': 260.12, 'pressure': 1048, 'humidity': 85, 'sea_level': 1048, 'grnd_level': 876}",10000.0,"{'speed': 0.44, 'deg': 277}",{'all': 0},1606849854.0,"{'country': 'MN', 'sunrise': 1606872223, 'sunset': 1606903347}",25200.0,1516048.0,Khovd,,
133,200,,"{'lon': -114.35, 'lat': 62.46}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 260.37, 'feels_like': 255.83, 'temp_min': 260.37, 'temp_max': 260.37, 'pressure': 1014, 'humidity': 95}",10000.0,"{'speed': 1.79, 'deg': 169, 'gust': 2.24}",{'all': 100},1606849257.0,"{'type': 3, 'id': 2000144, 'country': 'CA', 'sunrise': 1606840625, 'sunset': 1606861001}",-25200.0,6185377.0,Yellowknife,,
134,200,,"{'lon': 10.7, 'lat': 46.62}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 273.33, 'feels_like': 270.15, 'temp_min': 272.04, 'temp_max': 275.37, 'pressure': 1015, 'humidity': 86}",10000.0,"{'speed': 1.33, 'deg': 69}",{'all': 90},1606849854.0,"{'type': 1, 'id': 6757, 'country': 'IT', 'sunrise': 1606804881, 'sunset': 1606836705}",3600.0,3175096.0,Laas,,
135,200,,"{'lon': 21.7, 'lat': 46.08}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 272.03, 'feels_like': 267.68, 'temp_min': 272.03, 'temp_max': 272.03, 'pressure': 1023, 'humidity': 88, 'sea_level': 1023, 'grnd_level': 1001}",10000.0,"{'speed': 2.84, 'deg': 89}",{'all': 0},1606849854.0,"{'country': 'RO', 'sunrise': 1606802123, 'sunset': 1606834182}",7200.0,674733.0,Lipova,,
136,200,,"{'lon': 14.2, 'lat': 36.06}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 288.71, 'feels_like': 288.37, 'temp_min': 288.71, 'temp_max': 288.71, 'pressure': 1016, 'humidity': 79}",10000.0,"{'speed': 1.34, 'deg': 288, 'gust': 3.58}",{'all': 26},1606849855.0,"{'type': 3, 'id': 2007177, 'country': 'MT', 'sunrise': 1606802154, 'sunset': 1606837752}",3600.0,2562619.0,Saint Lawrence,,
137,200,,"{'lon': 12.69, 'lat': 67.67}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 276.84, 'feels_like': 268.04, 'temp_min': 276.84, 'temp_max': 276.84, 'pressure': 1016, 'humidity': 74, 'sea_level': 1016, 'grnd_level': 1009}",10000.0,"{'speed': 9.63, 'deg': 181}",{'all': 100},1606849855.0,"{'country': 'NO', 'sunrise': 1606815366, 'sunset': 1606825265}",3600.0,3137469.0,Sørland,,
138,200,,"{'lon': -124.16, 'lat': 40.6}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 284.57, 'feels_like': 282.7, 'temp_min': 282.59, 'temp_max': 286.48, 'pressure': 1024, 'humidity': 76}",10000.0,"{'speed': 1.79, 'deg': 141, 'gust': 3.13}",{'all': 0},1606849855.0,"{'type': 3, 'id': 2008778, 'country': 'US', 'sunrise': 1606836111, 'sunset': 1606870225}",-28800.0,5563839.0,Fortuna,,
139,200,,"{'lon': 9.26, 'lat': -1.57}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 298.32, 'feels_like': 301.44, 'temp_min': 298.32, 'temp_max': 298.32, 'pressure': 1011, 'humidity': 89, 'sea_level': 1011, 'grnd_level': 1010}",6609.0,"{'speed': 3.21, 'deg': 203}",{'all': 100},1606849855.0,"{'country': 'GA', 'sunrise': 1606799173, 'sunset': 1606843105}",3600.0,2396853.0,Omboué,{'1h': 1.54},
140,200,,"{'lon': 24.66, 'lat': 71}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 273.42, 'feels_like': 265.84, 'temp_min': 273.42, 'temp_max': 273.42, 'pressure': 1013, 'humidity': 88, 'sea_level': 1013, 'grnd_level': 1011}",10000.0,"{'speed': 7.7, 'deg': 303}",{'all': 74},1606849856.0,"{'country': 'NO', 'sunrise': 0, 'sunset': 0}",3600.0,779622.0,Havøysund,,
141,200,,"{'lon': 81.23, 'lat': 8.57}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 298.12, 'feels_like': 297.92, 'temp_min': 298.12, 'temp_max': 298.12, 'pressure': 1008, 'humidity': 94, 'sea_level': 1008, 'grnd_level': 1007}",2448.0,"{'speed': 8.54, 'deg': 351}",{'all': 100},1606849856.0,"{'country': 'LK', 'sunrise': 1606869304, 'sunset': 1606911265}",19800.0,1226260.0,Trincomalee,{'1h': 0.1898},
142,200,,"{'lon': 172.79, 'lat': 3.07}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 300.79, 'feels_like': 302.37, 'temp_min': 300.79, 'temp_max': 300.79, 'pressure': 1009, 'humidity': 75, 'sea_level': 1009, 'grnd_level': 1008}",10000.0,"{'speed': 5.08, 'deg': 113}",{'all': 100},1606849856.0,"{'country': 'KI', 'sunrise': 1606846786, 'sunset': 1606889822}",43200.0,2110227.0,Butaritari,,
143,200,,"{'lon': -37.64, 'lat': 65.61}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 267.15, 'feels_like': 255.48, 'temp_min': 267.15, 'temp_max': 267.15, 'pressure': 987, 'humidity': 73}",10000.0,"{'speed': 12.3, 'deg': 330}",{'all': 40},1606849856.0,"{'type': 1, 'id': 81, 'country': 'GL', 'sunrise': 1606824722, 'sunset': 1606840074}",-10800.0,3424607.0,Tasiilaq,,
144,200,,"{'lon': 73.57, 'lat': 2.92}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 301.05, 'feels_like': 304.6, 'temp_min': 301.05, 'temp_max': 301.05, 'pressure': 1011, 'humidity': 72, 'sea_level': 1011, 'grnd_level': 1011}",10000.0,"{'speed': 1.93, 'deg': 235}",{'all': 100},1606849856.0,"{'country': 'MV', 'sunrise': 1606870591, 'sunset': 1606913655}",18000.0,1337617.0,Muli,{'1h': 1.0954},
145,200,,"{'lon': -50.2, 'lat': -19.73}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 308.81, 'feels_like': 308.1, 'temp_min': 308.81, 'temp_max': 308.81, 'pressure': 1006, 'humidity': 28, 'sea_level': 1006, 'grnd_level': 957}",10000.0,"{'speed': 2.97, 'deg': 339}",{'all': 59},1606849857.0,"{'country': 'BR', 'sunrise': 1606811594, 'sunset': 1606859233}",-10800.0,3460513.0,Iturama,,
146,200,,"{'lon': 135.17, 'lat': 49.24}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 261.04, 'feels_like': 254.35, 'temp_min': 261.04, 'temp_max': 261.04, 'pressure': 1024, 'humidity': 80, 'sea_level': 1024, 'grnd_level': 1016}",10000.0,"{'speed': 4.76, 'deg': 241}",{'all': 100},1606849857.0,"{'country': 'RU', 'sunrise': 1606862061, 'sunset': 1606892610}",36000.0,2020738.0,Litovko,,
147,200,,"{'lon': 159.95, 'lat': -9.43}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 298.86, 'feels_like': 301.25, 'temp_min': 298.86, 'temp_max': 298.86, 'pressure': 1008, 'humidity': 80, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 3.29, 'deg': 119}",{'all': 100},1606849857.0,"{'country': 'SB', 'sunrise': 1606848647, 'sunset': 1606894126}",39600.0,2108502.0,Honiara,{'1h': 0.17},
148,200,,"{'lon': -9.06, 'lat': 42.78}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 283.71, 'feels_like': 282.15, 'temp_min': 283.71, 'temp_max': 283.71, 'pressure': 1009, 'humidity': 73}",10000.0,"{'speed': 0.89, 'deg': 135, 'gust': 0.89}",{'all': 100},1606849858.0,"{'type': 3, 'id': 2019170, 'country': 'ES', 'sunrise': 1606808857, 'sunset': 1606842216}",3600.0,3115824.0,Muros,,
149,200,,"{'lon': 120.88, 'lat': 53.86}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 254.26, 'feels_like': 249.86, 'temp_min': 254.26, 'temp_max': 254.26, 'pressure': 1032, 'humidity': 86, 'sea_level': 1032, 'grnd_level': 970}",10000.0,"{'speed': 1.13, 'deg': 290}",{'all': 0},1606849858.0,"{'country': 'RU', 'sunrise': 1606866781, 'sunset': 1606894750}",32400.0,2027806.0,Amazar,,
150,200,,"{'lon': -25.67, 'lat': 37.73}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 290.03, 'feels_like': 281.88, 'temp_min': 290.03, 'temp_max': 290.03, 'pressure': 1016, 'humidity': 79, 'sea_level': 1016, 'grnd_level': 1016}",10000.0,"{'speed': 13.07, 'deg': 35}",{'all': 64},1606849858.0,"{'country': 'PT', 'sunrise': 1606811985, 'sunset': 1606847064}",-3600.0,3372783.0,Ponta Delgada,{'1h': 0.3},
151,200,,"{'lon': 128.87, 'lat': 71.69}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 253.92, 'feels_like': 242.98, 'temp_min': 253.92, 'temp_max': 253.92, 'pressure': 992, 'humidity': 89, 'sea_level': 992, 'grnd_level': 988}",10000.0,"{'speed': 10.47, 'deg': 244}",{'all': 100},1606849859.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",32400.0,2015306.0,Tiksi,,
152,200,,"{'lon': 20.04, 'lat': -34.53}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 289.15, 'feels_like': 286.4, 'temp_min': 289.15, 'temp_max': 289.15, 'pressure': 1021, 'humidity': 63}",10000.0,"{'speed': 3.6, 'deg': 280}",{'all': 84},1606849859.0,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1606792833, 'sunset': 1606844269}",7200.0,1015776.0,Bredasdorp,,
153,200,,"{'lon': -7.35, 'lat': 4.42}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 299.14, 'feels_like': 302.5, 'temp_min': 299.14, 'temp_max': 299.14, 'pressure': 1012, 'humidity': 84, 'sea_level': 1012, 'grnd_level': 1011}",10000.0,"{'speed': 2.75, 'deg': 198}",{'all': 44},1606849859.0,"{'country': 'CI', 'sunrise': 1606803738, 'sunset': 1606846515}",0.0,2281120.0,Tabou,,
154,200,,"{'lon': -10.07, 'lat': 20.5}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 299.63, 'feels_like': 295.3, 'temp_min': 299.63, 'temp_max': 299.63, 'pressure': 1014, 'humidity': 17, 'sea_level': 1014, 'grnd_level': 971}",10000.0,"{'speed': 3.24, 'deg': 116}",{'all': 100},1606849860.0,"{'country': 'MR', 'sunrise': 1606806020, 'sunset': 1606845539}",0.0,2381972.0,Adrar,,
155,200,,"{'lon': 24.48, 'lat': 64.68}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 270.93, 'feels_like': 264.67, 'temp_min': 270.93, 'temp_max': 270.93, 'pressure': 1018, 'humidity': 98}",10000.0,"{'speed': 5.62, 'deg': 320}",{'all': 0},1606849860.0,"{'type': 3, 'id': 2003583, 'country': 'FI', 'sunrise': 1606808902, 'sunset': 1606826068}",7200.0,640276.0,Raahe,,
156,200,,"{'lon': 117.42, 'lat': 8.78}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.78, 'feels_like': 300.66, 'temp_min': 298.78, 'temp_max': 298.78, 'pressure': 1007, 'humidity': 82, 'sea_level': 1007, 'grnd_level': 1007}",10000.0,"{'speed': 4.28, 'deg': 17}",{'all': 100},1606849861.0,"{'country': 'PH', 'sunrise': 1606860636, 'sunset': 1606902557}",28800.0,1695736.0,Panalingaan,,
157,200,,"{'lon': 77.78, 'lat': 64.92}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 262.04, 'feels_like': 254.09, 'temp_min': 262.04, 'temp_max': 262.04, 'pressure': 1030, 'humidity': 91}",10000.0,"{'speed': 6.77, 'deg': 230}",{'all': 82},1606849861.0,"{'type': 3, 'id': 265489, 'country': 'RU', 'sunrise': 1606882876, 'sunset': 1606899349}",18000.0,1490085.0,Tarko-Sale,,
158,404,city not found,,,,,,,,,,,,,,
159,200,,"{'lon': 29.28, 'lat': 0.15}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 288.3, 'feels_like': 288.67, 'temp_min': 288.3, 'temp_max': 288.3, 'pressure': 1013, 'humidity': 89, 'sea_level': 1013, 'grnd_level': 826}",10000.0,"{'speed': 0.97, 'deg': 139}",{'all': 8},1606849764.0,"{'country': 'CD', 'sunrise': 1606794533, 'sunset': 1606838133}",7200.0,217562.0,Butembo,,
160,200,,"{'lon': 156.12, 'lat': 50.68}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 272.15, 'feels_like': 263.62, 'temp_min': 272.15, 'temp_max': 272.15, 'pressure': 1002, 'humidity': 89, 'sea_level': 1002, 'grnd_level': 1001}",10000.0,"{'speed': 8.85, 'deg': 349}",{'all': 96},1606849862.0,"{'country': 'RU', 'sunrise': 1606857396, 'sunset': 1606887216}",39600.0,2121385.0,Severo-Kuril'sk,,
161,200,,"{'lon': 78.7, 'lat': 67.47}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 263.88, 'feels_like': 256.34, 'temp_min': 263.88, 'temp_max': 263.88, 'pressure': 1023, 'humidity': 97, 'sea_level': 1023, 'grnd_level': 1019}",10000.0,"{'speed': 6.44, 'deg': 231}",{'all': 100},1606849862.0,"{'country': 'RU', 'sunrise': 1606885813, 'sunset': 1606895970}",18000.0,1489853.0,Tazovsky,,
162,200,,"{'lon': -152.41, 'lat': 57.79}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 279.26, 'feels_like': 271.33, 'temp_min': 279.26, 'temp_max': 279.26, 'pressure': 974, 'humidity': 95}",4152.0,"{'speed': 9.83, 'deg': 139, 'gust': 12.52}",{'all': 100},1606849634.0,"{'type': 3, 'id': 2018815, 'country': 'US', 'sunrise': 1606847370, 'sunset': 1606872530}",-32400.0,5866583.0,Saint Paul Harbor,{'1h': 0.75},
163,200,,"{'lon': 34.48, 'lat': 48.94}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 274.62, 'feels_like': 268.83, 'temp_min': 274.62, 'temp_max': 274.62, 'pressure': 1026, 'humidity': 89, 'sea_level': 1026, 'grnd_level': 1017}",10000.0,"{'speed': 5.41, 'deg': 87}",{'all': 100},1606849862.0,"{'country': 'UA', 'sunrise': 1606799699, 'sunset': 1606830470}",7200.0,691155.0,Tsarychanka,,
164,200,,"{'lon': 13.23, 'lat': -8.84}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 298.87, 'feels_like': 300, 'temp_min': 298.87, 'temp_max': 298.87, 'pressure': 1011, 'humidity': 84, 'sea_level': 1011, 'grnd_level': 1002}",10000.0,"{'speed': 5.72, 'deg': 221}",{'all': 66},1606849311.0,"{'country': 'AO', 'sunrise': 1606797509, 'sunset': 1606842862}",3600.0,2240449.0,Luanda,,
165,200,,"{'lon': -73.75, 'lat': 18.2}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 302.53, 'feels_like': 305.39, 'temp_min': 302.53, 'temp_max': 302.53, 'pressure': 1012, 'humidity': 59, 'sea_level': 1012, 'grnd_level': 1011}",10000.0,"{'speed': 1.55, 'deg': 89}",{'all': 100},1606849808.0,"{'country': 'HT', 'sunrise': 1606821062, 'sunset': 1606861071}",-18000.0,3728097.0,Les Cayes,,
166,200,,"{'lon': 31.15, 'lat': 27.27}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 286.78, 'feels_like': 283.74, 'temp_min': 286.78, 'temp_max': 286.78, 'pressure': 1015, 'humidity': 47, 'sea_level': 1015, 'grnd_level': 1009}",10000.0,"{'speed': 2.08, 'deg': 271}",{'all': 0},1606849863.0,"{'country': 'EG', 'sunrise': 1606796902, 'sunset': 1606834866}",7200.0,362973.0,Abnūb,,
167,200,,"{'lon': -97.52, 'lat': 28.02}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 292.24, 'feels_like': 290.48, 'temp_min': 291.48, 'temp_max': 293.15, 'pressure': 1022, 'humidity': 48}",10000.0,"{'speed': 1.79, 'deg': 106, 'gust': 6.26}",{'all': 0},1606849863.0,"{'type': 3, 'id': 2025257, 'country': 'US', 'sunrise': 1606827891, 'sunset': 1606865655}",-21600.0,4726521.0,San Patricio,,
168,200,,"{'lon': 73.76, 'lat': 43.6}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 268.25, 'feels_like': 264.61, 'temp_min': 268.25, 'temp_max': 268.25, 'pressure': 1034, 'humidity': 89, 'sea_level': 1034, 'grnd_level': 974}",10000.0,"{'speed': 1.27, 'deg': 172}",{'all': 100},1606849864.0,"{'country': 'KZ', 'sunrise': 1606875585, 'sunset': 1606908570}",21600.0,1519030.0,Chu,,
169,200,,"{'lon': -89.67, 'lat': 21.28}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 297.59, 'feels_like': 295.05, 'temp_min': 297.59, 'temp_max': 297.59, 'pressure': 1018, 'humidity': 60}",10000.0,"{'speed': 6.55, 'deg': 42}",{'all': 25},1606849864.0,"{'type': 3, 'id': 2007869, 'country': 'MX', 'sunrise': 1606825218, 'sunset': 1606864559}",-21600.0,3521108.0,Progreso,,
170,200,,"{'lon': -66.23, 'lat': -20.93}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 291.94, 'feels_like': 287.54, 'temp_min': 291.94, 'temp_max': 291.94, 'pressure': 1006, 'humidity': 26, 'sea_level': 1006, 'grnd_level': 657}",10000.0,"{'speed': 3.23, 'deg': 351}",{'all': 62},1606849864.0,"{'country': 'BO', 'sunrise': 1606815306, 'sunset': 1606863217}",-14400.0,3923570.0,Atocha,,
171,200,,"{'lon': -59.43, 'lat': -34.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 301.66, 'feels_like': 302.83, 'temp_min': 300.93, 'temp_max': 303.71, 'pressure': 1011, 'humidity': 55}",10000.0,"{'speed': 2.68, 'deg': 315, 'gust': 5.36}",{'all': 0},1606849761.0,"{'type': 3, 'id': 2021774, 'country': 'AR', 'sunrise': 1606811886, 'sunset': 1606863372}",-10800.0,3430708.0,Mercedes,,
172,200,,"{'lon': 31.9, 'lat': 54.43}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 269, 'feels_like': 265.23, 'temp_min': 269, 'temp_max': 269, 'pressure': 1033, 'humidity': 97, 'sea_level': 1033, 'grnd_level': 1008}",10000.0,"{'speed': 1.73, 'deg': 79}",{'all': 0},1606849865.0,"{'country': 'RU', 'sunrise': 1606801851, 'sunset': 1606829556}",10800.0,525426.0,Sobolevo,,
173,200,,"{'lon': -105.28, 'lat': 55.1}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 270.7, 'feels_like': 263.85, 'temp_min': 270.7, 'temp_max': 270.7, 'pressure': 1019, 'humidity': 95, 'sea_level': 1019, 'grnd_level': 974}",10000.0,"{'speed': 6.35, 'deg': 300}",{'all': 100},1606849865.0,"{'country': 'CA', 'sunrise': 1606835034, 'sunset': 1606862238}",-21600.0,6050066.0,La Ronge,,
174,200,,"{'lon': 112.01, 'lat': -7.75}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 297.36, 'feels_like': 302.02, 'temp_min': 297.36, 'temp_max': 297.36, 'pressure': 1008, 'humidity': 91, 'sea_level': 1008, 'grnd_level': 1001}",10000.0,"{'speed': 0.55, 'deg': 231}",{'all': 100},1606849866.0,"{'country': 'ID', 'sunrise': 1606860322, 'sunset': 1606905468}",25200.0,1640660.0,Gondanglegi,{'1h': 1.6872},
175,200,,"{'lon': 141.97, 'lat': -38.27}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 283.34, 'feels_like': 278.91, 'temp_min': 283.34, 'temp_max': 283.34, 'pressure': 1020, 'humidity': 70, 'sea_level': 1020, 'grnd_level': 1018}",10000.0,"{'speed': 4.71, 'deg': 261}",{'all': 67},1606849866.0,"{'country': 'AU', 'sunrise': 1606849361, 'sunset': 1606902044}",39600.0,2171099.0,Codrington,,
176,200,,"{'lon': 115.33, 'lat': -33.65}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 282.74, 'feels_like': 279.5, 'temp_min': 282.04, 'temp_max': 283.15, 'pressure': 1022, 'humidity': 91}",10000.0,"{'speed': 4.03, 'deg': 130}",{'all': 100},1606849866.0,"{'type': 3, 'id': 2020551, 'country': 'AU', 'sunrise': 1606856490, 'sunset': 1606907706}",28800.0,2075265.0,Busselton,,
177,200,,"{'lon': 94.88, 'lat': 20.18}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 294.15, 'feels_like': 295.43, 'temp_min': 294.15, 'temp_max': 294.15, 'pressure': 1014, 'humidity': 74, 'sea_level': 1014, 'grnd_level': 1009}",10000.0,"{'speed': 1.11, 'deg': 311}",{'all': 0},1606849866.0,"{'country': 'MM', 'sunrise': 1606867224, 'sunset': 1606906791}",23400.0,1309289.0,Minbu,,
178,404,city not found,,,,,,,,,,,,,,
179,200,,"{'lon': 108.01, 'lat': 61.28}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 258.42, 'feels_like': 251.36, 'temp_min': 258.42, 'temp_max': 258.42, 'pressure': 1027, 'humidity': 93, 'sea_level': 1027, 'grnd_level': 992}",8292.0,"{'speed': 5.22, 'deg': 259}",{'all': 100},1606849867.0,"{'country': 'RU', 'sunrise': 1606872994, 'sunset': 1606894717}",28800.0,2012956.0,Yerbogachën,,
